Продолжаем со следующим блоком предложений:

2, there, 14, 99
3, chairs, 10, 99
4, in, 12, 99
5, the, 6, 99
6, hall, 10, 99

1, Is, 13, 100
2, there, 14, 100
3, water, 10, 100
4, in, 12, 100
5, the, 6, 100
6, bottle, 10, 100

1, Are, 13, 101
2, there, 14, 101
3, children, 10, 101
4, playing, 16, 101
5, in, 12, 101
6, the, 6, 101
7, park, 10, 101

1, Is, 13, 102
2, there, 14, 102
3, a, 6, 102
4, computer, 10, 102
5, on, 12, 102
6, the, 6, 102
7, desk, 10, 102

1, Are, 13, 103
2, there, 14, 103
3, books, 10, 103
4, on, 12, 103
5, the, 6, 103
6, shelf, 10, 103

1, Is, 13, 104
2, there, 14, 104
3, a, 6, 104
4, bird, 10, 104
5, in, 12, 104
6, the, 6, 104
7, tree, 10, 104

1, Are, 13, 105
2, there, 14, 105
3, cookies, 10, 105
4, in, 12, 105
5, the, 6, 105
6, jar, 10, 105

1, Was, 13, 106
2, there, 14, 106
3, a, 6, 106
4, dog, 10, 106
5, in, 12, 106
6, the, 6, 106
7, yard, 10, 106

1, Were, 13, 107
2, there, 14, 107
3, birds, 10, 107
4, in, 12, 107
5, the, 6, 107
6, tree, 10, 107

1, Was, 13, 108
2, there, 14, 108
3, a, 6, 108
4, letter, 10, 108
5, on, 12, 108
6, the, 6, 108
7, desk, 10, 108

1, Was, 13, 109
2, there, 14, 109
3, a, 6, 109
4, storm, 10, 109
5, last, 1, 109
6, night, 10, 109

1, Were, 13, 110
2, there, 14, 110
3, many, 1, 110
4, people, 10, 110
5, at, 12, 110
6, the, 6, 110
7, concert, 10, 110

1, Was, 13, 111
2, there, 14, 111
3, a, 6, 111
4, book, 10, 111
5, on, 12, 111
6, the, 6, 111
7, table, 10, 111

1, Were, 13, 112
2, there, 14, 112
3, apples, 10, 112
4, in, 12, 112
5, the, 6, 112
6, basket, 10, 112

1, Was, 13, 113
2, there, 14, 113
3, a, 6, 113
4, car, 10, 113
5, in, 12, 113
6, the, 6, 113
7, garage, 10, 113

1, Was, 13, 114
2, there, 14, 114
3, a, 6, 114
4, cat, 10, 114
5, on, 12, 114
6, the, 6, 114
7, roof, 10, 114

1, Were, 13, 115
2, there, 14, 115
3, flowers, 10, 115
4, in, 12, 115
5, the, 6, 115
6, garden, 10, 115

1, Was, 13, 116
2, there, 14, 116
3, water, 10, 116
4, in, 12, 116
5, the, 6, 116
6, bottle, 10, 116

1, Were, 13, 117
2, there, 14, 117
3, children, 10, 117
4, playing, 16, 117
5, outside, 2, 117

1, Was, 13, 118
2, there, 14, 118
3, a, 6, 118
4, computer, 10, 118
5, on, 12, 118
6, the, 6, 118
7, desk, 10, 118

1, Were, 13, 119
2, there, 14, 119
3, books, 10, 119
4, on, 12, 119
5, the, 6, 119
6, shelf, 10, 119

1, Was, 13, 120
2, there, 14, 120
3, a, 6, 120
4, bird, 10, 120
5, in, 12, 120
6, the, 6, 120
7, cage, 10, 120

1, Will, 9, 121
2, there, 14, 121
3, be, 13, 121
4, a, 6, 121
5, meeting, 10, 121
6, tomorrow, 2, 121

1, Will, 9, 122
2, there, 14, 122
3, be, 13, 122
4, rain, 10, 122
5, next, 1, 122
6, week, 10, 122

1, Will, 9, 123
2, there, 14, 123
3, be, 13, 123
4, a, 6, 123
5, party, 10, 123
6, at, 12, 123
7, her, 14, 123
8, house, 10, 123

1, Will, 9, 124
2, there, 14, 124
3, be, 13, 124
4, new, 1, 124
5, books, 10, 124
6, in, 12, 124
7, the, 6, 124
8, library, 10, 124

1, Will, 9, 125
2, there, 14, 125
3, be, 13, 125
4, a, 6, 125
5, test, 10, 125
6, on, 12, 125
7, Friday, 10, 125

1, Will, 9, 126
2, there, 14, 126
3, be, 13, 126
4, a, 6, 126
5, concert, 10, 126
6, next, 1, 126
7, month, 10, 126

1, Will, 9, 127
2, there, 14, 127
3, be, 13, 127
4, a, 6, 127
5, new, 1, 127
6, movie, 10, 127
7, in, 12, 127
8, theaters, 10, 127

1, Will, 9, 128
2, there, 14, 128
3, be, 13, 128
4, students, 10, 128
5, in, 12, 128
6, the, 6, 128
7, classroom, 10, 128

1, Will, 9, 129
2, there, 14, 129
3, be, 13, 129
4, a, 6, 129
5, car, 10, 129
6, in, 12, 129
7, the, 6, 129
8, garage, 10, 129

1, Will, 9, 130
2, there, 14, 130
3, be, 13, 130
4, a, 6, 130
5, cat, 10, 130
6, on, 12, 130
7, the, 6, 130
8, roof, 10, 130

1, Will, 9, 131
2, there, 14, 131
3, be, 13, 131
4, flowers, 10, 131
5, in, 12, 131
6, the, 6, 131
7, garden, 10, 131

1, Will, 9, 132
2, there, 14, 132
3, be, 13, 132
4, a, 6, 132
5, computer, 10, 132
6, on, 12, 132
7, the, 6, 132
8, desk, 10, 132

1, Will, 9, 133
2, there, 14, 133
3, be, 13, 133
4, books, 10, 133
5, on, 12, 133
6, the, 6, 133
7, shelf, 10, 133

1, Will, 9, 134
2, there, 14, 134
3, be, 13, 134
4, water, 10, 134
5, in, 12, 134
6, the, 6, 134
7, bottle, 10, 134

1, Will, 9, 135
2, there, 14, 135
3, be, 13, 135
4, children, 10, 135
5, playing, 16, 135
6, in, 12, 135
7, the, 6, 135
8, park, 10, 135
